Date,EUA_Last,EUA_Settle,Oil_Last,Oil_Settle,Coal_Last,Coal_Settle,Gas_Last,Gas_Settle,Elec_Last,Elec_Settle,GSCI_Last,VIX_Last,STOXX_Last,AAA_Last,BAA_Last,Diff_BAA_AAA,CER_Last,CER_Settle,ecb_spot_3m
20201020,24.41,24.41,43.16,43.16,57.1,57.1,14.895,14.895,35,35,364.7858,29.35,365.51,2.36,3.45,1.09,0.28,0.28,-0.715104
20201021,23.56,23.56,41.73,41.73,56.5,56.5,14.867,14.867,34.81,34.81,360.1056,28.65,360.79,2.4,3.46,1.06,0.28,0.28,-0.714164
20201022,24.18,24.18,42.46,42.46,56.75,56.75,15.257,15.257,35.07,35.07,361.4837,28.11,360.27,2.43,3.48,1.05,0.28,0.28,-0.715461
20201023,25.49,25.49,41.77,41.77,56.7,56.7,15.41,15.41,34.55,34.55,358.7681,27.55,362.5,2.41,3.45,1.04,0.28,0.28,-0.711193
20201026,23.85,23.85,40.46,40.46,56.7,56.7,14.866,14.866,34.25,34.25,353.1372,32.46,355.95,2.36,3.41,1.05,0.28,0.28,-0.715476
20201027,24.07,24.07,41.2,41.2,56.55,56.55,14.743,14.743,34.2,34.2,357.2587,33.35,352.58,2.35,3.39,1.04,0.28,0.28,-0.728568
20201028,23.03,23.03,39.12,39.12,56.5,56.5,14.487,14.487,34.26,34.26,346.559,40.28,342.17,2.33,3.41,1.08,0.28,0.28,-0.722925
20201029,23.67,23.67,37.65,37.65,56.1,56.1,14.216,14.216,34.12,34.12,341.1647,37.59,341.76,2.4,3.46,1.06,0.28,0.28,-0.709239
20201030,23.71,23.71,37.46,37.46,56.05,56.05,14.061,14.061,34.12,34.12,340.7799,38.02,342.36,2.39,3.49,1.1,0.28,0.28,-0.709189
20201102,23.67,23.67,38.97,38.97,50.9,50.9,13.656,13.656,35.79,35.79,344.9963,37.13,347.86,2.37,3.47,1.1,0.28,0.28,-0.717105
20201103,24.39,24.39,39.71,39.71,51.05,51.05,13.665,13.665,35.39,35.39,348.4735,35.55,356.01,2.41,3.48,1.07,0.28,0.28,-0.711204
20201104,25.11,25.11,41.23,41.23,50.85,50.85,13.883,13.883,35.83,35.83,354.7948,29.57,363.31,2.29,3.36,1.07,0.29,0.29,-0.717881
20201105,25.98,25.98,40.93,40.93,51.4,51.4,14.456,14.456,36.17,36.17,354.9049,27.58,367.12,2.24,3.31,1.07,0.29,0.29,-0.726279
20201106,25.42,25.42,39.45,39.45,50.8,50.8,13.902,13.902,36.59,36.59,349.6171,24.86,366.4,2.31,3.34,1.03,0.29,0.29,-0.723119
20201109,26.55,26.55,42.4,42.4,51.05,51.05,13.854,13.854,35.6,35.6,361.2885,25.75,380.99,2.39,3.43,1.04,0.29,0.29,-0.699837
20201110,26.23,26.23,43.61,43.61,51.35,51.35,14.035,14.035,35.06,35.06,368.9438,24.8,384.42,2.42,3.42,1,0.29,0.29,-0.694976
20201111,26.13,26.13,43.8,43.8,51.4,51.4,14.096,14.096,33.67,33.67,369.6806,23.45,388.56,2.42,3.42,1,0.29,0.29,-0.691253
20201112,25.92,25.92,43.53,43.53,52.05,52.05,14.001,14.001,33.89,33.89,368.3544,25.35,385.16,2.36,3.33,0.97,0.29,0.29,-0.690979
20201113,26.28,26.28,42.78,42.78,52.7,52.7,14.239,14.239,34,34,364.499,23.1,385.18,2.35,3.33,0.98,0.29,0.29,-0.693839
20201116,27.39,27.39,43.82,43.82,52.95,52.95,14.494,14.494,35.72,35.72,369.0304,22.45,389.74,2.35,3.33,0.98,0.29,0.29,-0.669151
20201117,26.64,26.64,43.75,43.75,52.75,52.75,13.968,13.968,35.42,35.42,369.9492,22.71,388.82,2.31,3.29,0.98,0.29,0.29,-0.680396
20201118,27.19,27.19,44.34,44.34,52.85,52.85,13.682,13.682,35.5,35.5,372.6753,23.84,390.54,2.26,3.27,1.01,0.28,0.28,-0.685968
20201119,26.35,26.35,44.2,44.2,52.75,52.75,13.022,13.022,35.48,35.48,370.1854,23.11,387.6,2.28,3.21,0.93,0.28,0.28,-0.667576
20201120,26.74,26.74,44.96,44.96,53,53,12.894,12.894,35.43,35.43,373.8664,23.7,389.61,2.24,3.18,0.94,0.29,0.29,-0.690568
20201123,27.25,27.25,46.06,46.06,52.95,52.95,13.537,13.537,38.15,38.15,377.4882,22.66,388.84,2.24,3.19,0.95,0.28,0.28,-0.69294
20201124,27.63,27.63,47.86,47.86,53.2,53.2,13.902,13.902,38.29,38.29,385.7037,21.64,392.39,2.26,3.19,0.93,0.28,0.28,-0.701872
20201125,27.62,27.62,48.61,48.61,53.55,53.55,13.932,13.932,38.75,38.75,387.5725,21.25,392.09,2.26,3.2,0.94,0.28,0.28,-0.709951
20201126,28.1,28.1,47.8,47.8,53.55,53.55,13.914,13.914,39.07,39.07,387.5725,21.25,391.63,2.26,3.2,0.94,0.28,0.28,-0.716331
20201127,28.13,28.13,48.18,48.18,53.6,53.6,14.485,14.485,39.08,39.08,388.0614,20.84,393.23,2.2,3.16,0.96,0.28,0.28,-0.715687
20201130,29.14,29.14,47.59,47.59,61.15,61.15,15.138,15.138,39.02,39.02,385.594,20.57,389.36,2.2,3.13,0.93,0.29,0.29,-0.715623
20201201,28.86,28.86,47.42,47.42,61.25,61.25,14.912,14.912,44.7,44.7,383.5606,20.77,391.9,2.23,3.2,0.97,0.3,0.3,-0.713195
20201202,29.55,29.55,48.25,48.25,62,62,14.905,14.905,44.01,44.01,386.2721,21.17,391.69,2.25,3.19,0.94,0.29,0.29,-0.71652
20201203,29,29,48.71,48.71,61.85,61.85,14.143,14.143,45.43,45.43,386.6812,21.28,391.72,2.21,3.15,0.94,0.3,0.3,-0.722589
20201204,30.11,30.11,49.25,49.25,63.2,63.2,14.643,14.643,51.53,51.53,388.5492,20.79,394.04,2.26,3.2,0.94,0.3,0.3,-0.728543
20201207,29.62,29.62,48.79,48.79,62.95,62.95,14.357,14.357,47.26,47.26,386.3652,21.3,392.84,2.26,3.16,0.9,0.3,0.3,-0.734957
20201208,29.57,29.57,48.84,48.84,63.05,63.05,14.447,14.447,45.23,45.23,385.5186,20.68,393.64,2.25,3.14,0.89,0.29,0.29,-0.735483
20201209,29.7,29.7,48.86,48.86,63.3,63.3,14.733,14.733,44.78,44.78,387.1238,22.27,394.9,2.29,3.19,0.9,0.3,0.3,-0.748099
20201210,30.9,30.9,50.25,50.25,64,64,15.539,15.539,45.33,45.33,394.3668,22.52,393.15,2.29,3.14,0.85,0.29,0.29,-0.746095
20201211,30.52,30.52,49.97,49.97,65.1,65.1,15.959,15.959,44.07,44.07,393.7225,23.31,390.12,2.27,3.13,0.86,0.29,0.29,-0.750612
20201214,30.81,30.81,50.29,50.29,65.4,65.4,16.607,16.607,45.24,45.24,395.263,24.72,391.85,2.25,3.14,0.89,0.3,0.3,-0.75893
20201215,32.05,32.05,50.76,50.76,65.8,65.8,17.225,17.225,46.2,46.2,398.3588,22.89,392.84,2.31,3.18,0.87,0.34,0.34,-0.759527
20201216,31.66,31.66,51.08,51.08,65.6,65.6,16.381,16.381,46.69,46.69,400.1288,22.5,396.08,2.27,3.17,0.9,0.34,0.34,-0.754495
20201217,31.83,31.83,51.5,51.5,65.65,65.65,15.941,15.941,45.1,45.1,404.5111,21.93,397.28,2.28,3.17,0.89,0.35,0.35,-0.763417
20201218,30.96,30.96,52.26,52.26,66,66,15.886,15.886,43.55,43.55,408.0172,21.57,395.9,2.32,3.19,0.87,0.34,0.34,-0.751589
20201221,30.77,30.77,50.91,50.91,66.1,66.1,16.795,16.795,44.46,44.46,402.1773,25.16,386.69,2.28,3.18,0.9,0.34,0.34,-0.758014
20201222,31.03,31.03,50.08,50.08,66.1,66.1,17.636,17.636,44.26,44.26,398.6854,24.23,391.25,2.23,3.15,0.92,0.34,0.34,-0.758079
20201223,31.79,31.79,51.2,51.2,66.05,66.05,17.507,17.507,44.03,44.03,404.5395,23.31,395.49,2.28,3.2,0.92,0.34,0.34,-0.757404
20201224,32.06,32.06,51.29,51.29,66.1,66.1,17.649,17.649,44.03,44.03,404.6696,21.53,395.98,2.26,3.17,0.91,0.36,0.36,
20201225,32.06,32.06,51.29,51.29,66.1,66.1,17.649,17.649,44.03,44.03,404.6696,21.53,395.98,2.26,3.17,0.91,0.36,0.36,
20201228,33.29,33.29,50.86,50.86,71.65,71.65,19.152,19.152,43.75,43.75,401.8305,21.7,398.58,2.25,3.16,0.91,0.36,0.36,-0.757455
20201229,32.89,32.89,51.09,51.09,70,70,18.774,18.774,44.11,44.11,404.6822,23.08,401.61,2.25,3.16,0.91,0.36,0.36,-0.735578
20201230,32.08,32.08,51.34,51.34,69.4,69.4,19.001,19.001,44.19,44.19,407.8278,22.77,400.25,2.22,3.13,0.91,0.36,0.36,-0.745606
20201231,32.59,32.59,51.8,51.8,69,69,19.123,19.123,54.88,54.88,409.458,22.75,399.03,2.23,3.11,0.88,0.36,0.36,
20210101,32.59,32.59,51.8,51.8,69,69,19.123,19.123,54.88,54.88,409.458,22.75,399.03,2.23,3.11,0.88,0.36,0.36,
20210104,33.58,33.58,51.09,51.09,69.3,69.3,19.844,19.844,53.01,53.01,408.0531,26.97,401.69,2.28,3.12,0.84,0.36,0.36,-0.624277
20210105,32.87,32.87,53.6,53.6,64.9,64.9,18.007,18.007,49.54,49.54,420.6333,25.34,400.94,2.28,3.19,0.91,0.36,0.36,-0.627903
20210106,33.53,33.53,54.3,54.3,64.25,64.25,17.564,17.564,50.15,50.15,422.704,25.07,406.41,2.36,3.31,0.95,0.36,0.36,-0.627039
20210107,34.66,34.66,54.38,54.38,66.6,66.6,19.303,19.303,53.14,53.14,423.3529,22.37,408.49,2.46,3.31,0.85,0.36,0.36,-0.635252
20210108,34.82,34.82,55.99,55.99,68.5,68.5,20.118,20.118,55.71,55.71,427.5555,21.56,411.17,2.48,3.32,0.84,0.36,0.36,-0.642546
20210111,34.43,34.43,55.66,55.66,68.5,68.5,22.124,22.124,56.84,56.84,426.016,24.08,408.41,2.48,3.3,0.82,0.36,0.36,-0.626657
20210112,34.56,34.56,56.58,56.58,70.5,70.5,26.155,26.155,59.54,59.54,433.548,23.33,408.61,2.5,3.31,0.81,0.36,0.36,-0.62573
20210113,33.55,33.55,56.06,56.06,70.15,70.15,21.5,21.5,55.5,55.5,433.3304,22.21,409.07,2.43,3.23,0.8,0.36,0.36,-0.62904
20210114,33.43,33.43,56.42,56.42,69.9,69.9,21.333,21.333,54.34,54.34,436.9405,23.25,412,2.54,3.27,0.73,0.36,0.36,-0.627724
20210115,31.65,31.65,55.1,55.1,68.6,68.6,20.2,20.2,51.95,51.95,431.7415,24.34,407.85,2.46,3.24,0.78,0.36,0.36,-0.615152
20210118,31.54,31.54,54.75,54.75,67.25,67.25,19.026,19.026,51.07,51.07,431.7415,24.34,408.68,2.46,3.24,0.78,0.36,0.36,-0.620392
20210119,33,33,55.9,55.9,67.5,67.5,20.327,20.327,50.9,50.9,432.328,23.24,407.92,2.44,3.21,0.77,0.36,0.36,-0.618587
20210120,32.82,32.82,56.08,56.08,67.5,67.5,20.26,20.26,51.56,51.56,433.6567,21.58,410.84,2.45,3.21,0.76,0.36,0.36,-0.619932
20210121,34.03,34.03,56.1,56.1,67.55,67.55,20.063,20.063,52.41,52.41,433.3612,21.32,410.89,2.53,3.24,0.71,0.35,0.35,-0.623181
20210122,34.17,34.17,55.41,55.41,67.5,67.5,21.483,21.483,53.04,53.04,427.4073,21.91,408.54,2.51,3.24,0.73,0.35,0.35,-0.615185
20210125,33.1,33.1,55.88,55.88,67.45,67.45,20.162,20.162,53.16,53.16,431.4919,23.19,405.13,2.49,3.2,0.71,0.33,0.33,-0.61538
20210126,33.29,33.29,55.91,55.91,67.65,67.65,19.509,19.509,53.2,53.2,433.836,23.02,407.7,2.47,3.21,0.74,0.34,0.34,-0.616789
20210127,33.22,33.22,55.81,55.81,67.7,67.7,19.701,19.701,53.1,53.1,433.3097,37.21,402.98,2.42,3.2,0.78,0.34,0.34,-0.62474
20210128,33.89,33.89,55.53,55.53,67.8,67.8,20.908,20.908,53.19,53.19,430.5459,30.21,403.39,2.48,3.24,0.76,0.35,0.35,-0.626356
20210129,32.89,32.89,55.88,55.88,67.8,67.8,19.819,19.819,53.23,53.23,430.9947,33.09,395.85,2.51,3.28,0.77,0.38,0.38,-0.624851
20210201,32.81,32.81,56.35,56.35,65.6,65.6,18.139,18.139,49.26,49.26,437.2843,30.24,400.77,2.53,3.28,0.75,0.38,0.38,-0.624839
20210202,34.93,34.93,57.46,57.46,65.4,65.4,18.251,18.251,49.29,49.29,441.0014,25.56,405.92,2.58,3.3,0.72,0.38,0.38,-0.626761
20210203,37.39,37.39,58.46,58.46,63.75,63.75,17.854,17.854,48.41,48.41,445.6187,22.91,407.27,2.64,3.32,0.68,0.38,0.38,-0.618329
20210204,37.23,37.23,58.84,58.84,65,65,18.12,18.12,49.29,49.29,447.2451,21.77,409.54,2.61,3.34,0.73,0.38,0.38,-0.62304
20210205,38.15,38.15,59.34,59.34,66.45,66.45,18.38,18.38,51.63,51.63,450.6114,20.87,409.54,2.63,3.37,0.74,0.38,0.38,-0.612661
20210208,38.56,38.56,60.56,60.56,68.25,68.25,20.179,20.179,55.7,55.7,457.7299,21.24,410.78,2.61,3.33,0.72,0.38,0.38,-0.623358
20210209,38.21,38.21,61.09,61.09,68.6,68.6,19.045,19.045,55.63,55.63,459.6474,21.63,410.42,2.6,3.33,0.73,0.38,0.38,-0.619967
20210210,39.28,39.28,61.47,61.47,68,68,18.558,18.558,54.83,54.83,459.4874,21.99,409.47,2.58,3.31,0.73,0.37,0.37,-0.619685
20210211,38.71,38.71,61.14,61.14,67.35,67.35,17.373,17.373,53.87,53.87,458.7431,21.25,411.35,2.6,3.34,0.74,0.37,0.37,-0.612193
20210212,39.97,39.97,62.43,62.43,67,67,17.618,17.618,53.31,53.31,463.95,19.97,414,2.65,3.39,0.74,0.37,0.37,-0.619126
20210215,39.47,39.47,63.3,63.3,65.3,65.3,16.54,16.54,49.97,49.97,463.95,19.97,419.47,2.65,3.39,0.74,0.37,0.37,-0.622135
20210216,38.81,38.81,63.35,63.35,65.6,65.6,16.715,16.715,49.21,49.21,470.2727,21.46,419.2,2.72,3.45,0.73,0.37,0.37,-0.615845
20210217,38.04,38.04,64.34,64.34,65.35,65.35,16.54,16.54,48.95,48.95,473.1511,21.5,416.1,2.66,3.42,0.76,0.38,0.38,-0.612257
20210218,38.27,38.27,63.93,63.93,65.55,65.55,17.329,17.329,49.56,49.56,472.778,22.49,412.7,2.7,3.42,0.72,0.37,0.37,-0.613662
20210219,37.36,37.36,62.91,62.91,65.95,65.95,16.554,16.554,49.42,49.42,470.0881,22.05,414.88,2.76,3.48,0.72,0.37,0.37,-0.615347
20210222,37.91,37.91,65.24,65.24,65.95,65.95,15.96,15.96,48.6,48.6,480.9005,23.45,413.06,2.81,3.53,0.72,0.37,0.37,-0.611079
20210223,38.61,38.61,65.37,65.37,65.9,65.9,16.248,16.248,48.67,48.67,481.1604,23.11,411.32,2.88,3.57,0.69,0.37,0.37,-0.614879
20210224,39.09,39.09,67.04,67.04,65.7,65.7,16.381,16.381,49.04,49.04,489.3025,21.34,413.21,2.92,3.6,0.68,0.36,0.36,-0.617977
20210225,38.2,38.2,66.88,66.88,65.8,65.8,15.935,15.935,48.83,48.83,488.6704,28.89,411.73,2.96,3.66,0.7,0.31,0.31,-0.615754
20210226,37.23,37.23,66.13,66.13,66.15,66.15,15.694,15.694,48.91,48.91,476.9869,27.95,404.99,2.86,3.56,0.7,0.31,0.31,-0.612366
20210301,37.07,37.07,63.69,63.69,65.4,65.4,16.082,16.082,42.5,42.5,472.6244,23.35,412.44,2.85,3.58,0.73,0.31,0.31,-0.611094
20210302,38.29,38.29,62.7,62.7,66.15,66.15,15.869,15.869,42.75,42.75,471.9639,24.1,413.23,2.88,3.57,0.69,0.31,0.31,-0.605278
20210303,37.41,37.41,64.07,64.07,65.7,65.7,15.527,15.527,42.35,42.35,474.61,26.67,413.42,2.94,3.61,0.67,0.31,0.31,-0.60543
20210304,38.1,38.1,66.74,66.74,65.2,65.2,15.932,15.932,42.39,42.39,481.3498,28.57,411.91,3,3.67,0.67,0.31,0.31,-0.617836
20210305,38.96,38.96,69.36,69.36,65.25,65.25,16.367,16.367,43.23,43.23,491.4321,24.66,408.68,2.97,3.69,0.72,0.31,0.31,-0.613456
20210308,39.07,39.07,68.24,68.24,65.5,65.5,16.151,16.151,42.35,42.35,487.6244,25.47,417.25,3,3.73,0.73,0.31,0.31,-0.608869
20210309,40.58,40.58,67.52,67.52,66,66,16.925,16.925,43.19,43.19,484.8667,24.03,420.41,2.98,3.71,0.73,0.31,0.31,-0.61154
20210310,41.47,41.47,67.9,67.9,65.8,65.8,17.632,17.632,44.76,44.76,485.4575,22.56,422.11,2.99,3.7,0.71,0.34,0.34,-0.606683
20210311,41.85,41.85,69.63,69.63,65.8,65.8,18.127,18.127,45.98,45.98,493.4123,21.91,424.17,3.02,3.72,0.7,0.36,0.36,-0.604049
20210312,42.77,42.77,69.22,69.22,66.05,66.05,18.448,18.448,46.51,46.51,492.216,20.69,423.08,3.13,3.83,0.7,0.36,0.36,-0.603366
20210315,42.29,42.29,68.88,68.88,66.35,66.35,17.932,17.932,47.58,47.58,491.9051,20.03,423.08,3.1,3.8,0.7,0.36,0.36,-0.598771
20210316,41.47,41.47,68.39,68.39,66.3,66.3,17.658,17.658,47.11,47.11,490.1803,19.79,426.82,3.12,3.81,0.69,0.38,0.38,-0.603709
20210317,42.86,42.86,68,68,67.55,67.55,17.972,17.972,48.62,48.62,488.6057,19.23,424.91,3.17,3.86,0.69,0.39,0.39,-0.604606
20210318,42.28,42.28,63.28,63.28,68.1,68.1,17.761,17.761,48.65,48.65,469.2841,21.58,426.59,3.19,3.88,0.69,0.43,0.43,-0.607932
20210319,41.84,41.84,64.53,64.53,68.45,68.45,17.266,17.266,47.99,47.99,475.1012,20.95,423.35,3.13,3.84,0.71,0.43,0.43,-0.613101
20210322,42.72,42.72,64.62,64.62,68.5,68.5,18.046,18.046,47.74,47.74,475.6318,18.88,424.17,3.07,3.77,0.7,0.48,0.48,-0.614519
20210323,41.35,41.35,60.79,60.79,68.5,68.5,18.39,18.39,47.8,47.8,461.3901,20.3,423.31,3.03,3.74,0.71,0.48,0.48,-0.610431
20210324,41.53,41.53,64.41,64.41,68.5,68.5,18.589,18.589,47.23,47.23,474.2248,21.2,423.39,3,3.72,0.72,0.48,0.48,-0.611952
20210325,40.29,40.29,61.95,61.95,68.5,68.5,18.367,18.367,47.59,47.59,462.2976,19.81,423.08,3.02,3.74,0.72,0.48,0.48,-0.622158
20210326,41.66,41.66,64.57,64.57,68.5,68.5,18.699,18.699,47.9,47.9,474.0144,18.86,426.93,3.06,3.76,0.7,0.48,0.48,-0.62525
20210329,41.78,41.78,64.98,64.98,70.6,70.6,18.443,18.443,47.82,47.82,474.5763,20.74,427.61,3.08,3.81,0.73,0.48,0.48,-0.62775
20210330,41.98,41.98,64.14,64.14,70,70,18.804,18.804,47.81,47.81,468.9647,19.61,430.65,3.04,3.77,0.73,0.48,0.48,-0.617208
20210331,42.48,42.48,63.54,63.54,70.05,70.05,18.994,18.994,47.29,47.29,467.414,19.4,429.6,3.04,3.77,0.73,0.48,0.48,-0.636103
20210401,42.4,42.4,64.86,64.86,70.2,70.2,19.172,19.172,47.76,47.76,474.0237,17.33,432.22,2.91,3.67,0.76,0.48,0.48,-0.628903
20210402,42.4,42.4,64.86,64.86,70.2,70.2,19.172,19.172,47.76,47.76,474.0237,17.33,432.22,2.91,3.67,0.76,0.48,0.48,
20210405,42.4,42.4,62.15,62.15,70.2,70.2,19.172,19.172,47.76,47.76,464.3321,17.91,432.22,2.94,3.66,0.72,0.48,0.48,
20210406,44.17,44.17,62.74,62.74,70.3,70.3,19.781,19.781,48.42,48.42,468.5741,18.12,435.26,2.92,3.62,0.7,0.48,0.48,-0.626207
20210407,43.79,43.79,63.16,63.16,68.8,68.8,19.287,19.287,48.17,48.17,469.9511,17.16,434.32,2.96,3.64,0.68,0.48,0.48,-0.631266
20210408,43.41,43.41,63.2,63.2,67.2,67.2,18.991,18.991,48.24,48.24,472.6627,16.95,436.86,2.93,3.62,0.69,0.48,0.48,-0.638866
20210409,43.58,43.58,62.95,62.95,67.55,67.55,18.938,18.938,50.06,50.06,471.1558,16.69,437.23,2.92,3.63,0.71,0.48,0.48,-0.631205
20210412,44.42,44.42,63.28,63.28,68.35,68.35,19.65,19.65,52.06,52.06,470.3802,16.91,435.24,2.93,3.64,0.71,0.48,0.48,-0.632801
20210413,43.79,43.79,63.67,63.67,68.85,68.85,19.512,19.512,52.25,52.25,473.6899,16.65,435.75,2.89,3.61,0.72,0.48,0.48,-0.630718
20210414,43.76,43.76,66.58,66.58,69.15,69.15,19.682,19.682,52.08,52.08,487.5174,16.99,436.57,2.9,3.62,0.72,0.48,0.48,-0.636989
20210415,44.1,44.1,66.94,66.94,70.2,70.2,20.26,20.26,53.29,53.29,490.153,16.57,438.55,2.78,3.51,0.73,0.48,0.48,-0.642934
20210416,44.35,44.35,66.77,66.77,71.6,71.6,20.538,20.538,54.31,54.31,488.7238,16.25,442.49,2.85,3.56,0.71,0.48,0.48,-0.638678
20210419,44.28,44.28,67.05,67.05,71.5,71.5,20.941,20.941,53.45,53.45,490.5797,17.29,442.18,2.9,3.6,0.7,0.48,0.48,-0.631809
20210420,44.82,44.82,66.57,66.57,71.5,71.5,21.066,21.066,53.79,53.79,489.3232,18.68,433.8,2.87,3.58,0.71,0.48,0.48,-0.624529
20210421,45.83,45.83,65.32,65.32,71.5,71.5,21.109,21.109,53.93,53.93,487.185,17.5,436.64,2.87,3.58,0.71,0.48,0.48,-0.625943
20210422,47.02,47.02,65.4,65.4,71.8,71.8,21.368,21.368,54.81,54.81,490.2596,18.71,439.63,2.86,3.56,0.7,0.48,0.48,-0.634573
20210423,46.88,46.88,66.11,66.11,71.8,71.8,20.046,20.046,54.84,54.84,494.1003,17.33,439.04,2.88,3.57,0.69,0.48,0.48,-0.638446
20210426,47.13,47.13,65.65,65.65,71.7,71.7,20.001,20.001,54.03,54.03,497.8141,17.64,440.2,2.87,3.56,0.69,0.48,0.48,-0.627405
20210427,47.21,47.21,66.42,66.42,71.85,71.85,21.403,21.403,54.16,54.16,501.9607,17.56,439.85,2.91,3.6,0.69,0.48,0.48,-0.632797
20210428,47.7,47.7,67.27,67.27,71.75,71.75,21.554,21.554,54.18,54.18,504.916,17.28,439.92,2.92,3.61,0.69,0.48,0.48,-0.641319
20210429,47.93,47.93,68.56,68.56,71.9,71.9,22.501,22.501,54.26,54.26,508.6537,17.61,438.77,2.92,3.62,0.7,0.48,0.48,-0.633983
20210430,48.75,48.75,67.25,67.25,71.9,71.9,23.285,23.285,54.87,54.87,505.8542,18.61,437.39,2.94,3.61,0.67,0.48,0.48,-0.627818
20210503,49.33,49.33,67.56,67.56,78.65,78.65,23.813,23.813,52.94,52.94,509.6251,18.31,439.92,2.92,3.59,0.67,0.48,0.48,-0.625262
20210504,48.52,48.52,68.88,68.88,78.5,78.5,23.048,23.048,52.41,52.41,516.5219,19.48,433.65,2.9,3.58,0.68,0.48,0.48,-0.620252
20210505,49.35,49.35,68.96,68.96,80.05,80.05,23.962,23.962,53.22,53.22,519.2053,19.15,441.55,2.89,3.57,0.68,0.48,0.48,-0.619102
20210506,49.84,49.84,68.09,68.09,81.55,81.55,24.33,24.33,55.09,55.09,518.8593,18.39,441.02,2.87,3.54,0.67,0.48,0.48,-0.624866
20210507,50.35,50.35,68.28,68.28,82.5,82.5,23.941,23.941,54.41,54.41,523.0299,16.69,444.93,2.91,3.57,0.66,0.48,0.48,-0.621081
20210510,52.12,52.12,68.32,68.32,83.8,83.8,25.192,25.192,55.82,55.82,520.8378,19.66,445.39,2.95,3.61,0.66,0.48,0.48,-0.619676
20210511,52.92,52.92,68.55,68.55,84.8,84.8,25.803,25.803,55.13,55.13,524.4095,21.84,436.61,3.01,3.65,0.64,0.48,0.48,-0.625708
20210512,55.17,55.17,69.32,69.32,85.85,85.85,26.42,26.42,57.43,57.43,526.6543,27.59,437.93,3.08,3.71,0.63,0.48,0.48,-0.628131
20210513,54.35,54.35,67.05,67.05,85.7,85.7,26.251,26.251,57.21,57.21,511.525,23.13,437.32,3.05,3.7,0.65,0.48,0.48,-0.641449
20210514,56.49,56.49,68.71,68.71,85.4,85.4,26.83,26.83,57.4,57.4,514.9969,18.81,442.53,3,3.66,0.66,0.48,0.48,-0.634765
20210517,56.17,56.17,69.46,69.46,84.5,84.5,26.31,26.31,55.7,55.7,520.9238,19.72,442.29,3,3.66,0.66,0.48,0.48,-0.634119
20210518,52.92,52.92,68.71,68.71,84.6,84.6,24.811,24.811,54.72,54.72,519.4251,21.34,443.04,3.01,3.67,0.66,0.48,0.48,-0.637633
20210519,49.57,49.57,66.66,66.66,84,84,22.663,22.663,53.33,53.33,507.4453,22.18,436.34,3.04,3.7,0.66,0.48,0.48,-0.631661
20210520,52.59,52.59,65.11,65.11,84.75,84.75,24.685,24.685,53.06,53.06,502.4294,20.67,441.9,2.98,3.65,0.67,0.48,0.48,-0.636459
20210521,51.66,51.66,66.44,66.44,85.2,85.2,24.794,24.794,53.1,53.1,506.4006,20.15,444.44,2.97,3.64,0.67,0.48,0.48,-0.63171
20210524,52.69,52.69,68.46,68.46,85.5,85.5,24.761,24.761,53.6,53.6,514.2501,18.4,445.07,2.94,3.61,0.67,0.48,0.48,-0.628689
20210525,53.24,53.24,68.65,68.65,85.75,85.75,26.188,26.188,53.94,53.94,512.5144,18.84,445.2,2.89,3.57,0.68,0.48,0.48,-0.625553
20210526,53.59,53.59,68.87,68.87,85.65,85.65,26.427,26.427,54.54,54.54,513.8967,17.36,445.22,2.88,3.56,0.68,0.48,0.48,-0.625723
20210527,51.76,51.76,69.46,69.46,85.75,85.75,25.199,25.199,54.18,54.18,521.1157,16.74,446.44,2.93,3.59,0.66,0.48,0.48,-0.632183
20210528,50.95,50.95,69.63,69.63,85.75,85.75,24.931,24.931,53.68,53.68,519.2278,16.76,448.98,2.9,3.57,0.67,0.48,0.48,-0.626399
20210531,51.62,51.62,69.32,69.32,93.2,93.2,25.123,25.123,53.5,53.5,519.2278,16.76,446.76,2.9,3.57,0.67,0.48,0.48,-0.631647
20210601,52.32,52.32,70.25,70.25,95.8,95.8,25.975,25.975,66.43,66.43,528.0827,17.9,450.1,2.93,3.59,0.66,0.48,0.48,-0.633872
20210602,51.32,51.32,71.35,71.35,96.4,96.4,25.723,25.723,65.54,65.54,531.2296,17.48,451.34,2.94,3.57,0.63,0.48,0.48,-0.636433
20210603,50.17,50.17,71.31,71.31,100.5,100.5,25.707,25.707,65.46,65.46,527.0365,18.04,450.79,2.96,3.59,0.63,0.48,0.48,-0.639616
20210604,49.9,49.9,71.89,71.89,101.25,101.25,25.795,25.795,65.09,65.09,533.7398,16.42,452.57,2.88,3.54,0.66,0.48,0.48,-0.639253
20210607,51.39,51.39,71.49,71.49,106,106,26.492,26.492,67.71,67.71,529.6497,16.42,453.56,2.91,3.55,0.64,0.48,0.48,-0.627602
20210608,52.09,52.09,72.22,72.22,105.75,105.75,27.802,27.802,68.84,68.84,532.7406,17.07,454.01,2.86,3.51,0.65,0.48,0.48,-0.634078
20210609,53.43,53.43,72.22,72.22,108.25,108.25,28.298,28.298,68.6,68.6,531.9155,17.89,454.44,2.81,3.46,0.65,0.48,0.48,-0.646075
20210610,53.7,53.7,72.52,72.52,110,110,28.687,28.687,69.76,69.76,532.6156,16.1,454.56,2.81,3.45,0.64,0.48,0.48,-0.641471
