Date,Oil,Coal,Gas,Elec,GSCI,VIX,STOXX,AAA,BAA,Diff_BAA_AAA,ECB_Spot_3M,eua07,eua07_vol,eua08,eua08_vol,eua09,eua09_vol,eua10,eua10_vol,eua11,eua11_vol,eua12,eua12_vol,eua13,eua13_vol,eua14,eua14_vol,eua15,eua15_vol,eua16,eua16_vol,eua17,eua17_vol,eua18,eua18_vol,eua19,eua19_vol,eua20,eua20_vol,eua21,eua21_vol,eua22,eua22_vol
20190903,58.26,56.95,12.098,35.46,392.4433,19.66,379.81,2.86,3.75,0.89,-0.579803,,,,,,,,,,,,,,,,,,,,,,,,,25.23,32718,25.47,6675,25.83,1554,26.21,432
20190904,60.7,56.75,11.958,36.04,403.717,17.33,383.18,2.86,3.76,0.9,-0.586884,,,,,,,,,,,,,,,,,,,,,,,,,25.52,24754,25.74,8253,26.1,2045,26.47,2102
20190905,60.95,57.4,12.236,35.95,404.2694,16.27,385.92,2.94,3.85,0.91,-0.591256,,,,,,,,,,,,,,,,,,,,,,,,,25.53,25338,25.74,4955,26.11,1614,26.48,269
20190906,61.54,57.65,12.351,36.65,404.4654,15,387.14,2.91,3.81,0.9,-0.601942,,,,,,,,,,,,,,,,,,,,,,,,,25.08,22838,25.29,4594,25.67,908,26.05,45
20190909,62.59,58.4,12.236,37.02,409.681,15.27,386.06,2.99,3.86,0.87,-0.59466,,,,,,,,,,,,,,,,,,,,,,,,,25.02,24159,25.24,9192,25.6,1069,25.97,259
20190910,62.38,60.65,14.404,37.48,410.3896,15.2,386.44,3.07,3.94,0.87,-0.587731,,,,,,,,,,,,,,,,,,,,,,,,,26.72,44946,26.94,5816,27.31,1453,27.69,690
20190911,60.81,60.45,14.355,38.01,404.1986,14.61,389.71,3.09,3.97,0.88,-0.575756,,,,,,,,,,,,,,,,,,,,,,,,,26.27,41087,26.49,11005,26.88,1954,27.27,389
20190912,60.38,60.75,14.463,37.05,403.4359,14.22,390.48,3.14,4.01,0.87,-0.568136,,,,,,,,,,,,,,,,,,,,,,,,,26.43,23730,26.66,3382,27.04,2132,27.42,642
20190913,60.22,60.95,14.711,37.06,403.8298,13.74,391.79,3.25,4.11,0.86,-0.453657,,,,,,,,,,,,,,,,,,,,,,,,,26.38,22876,26.61,2905,27,1364,27.38,280
20190916,69.02,61.75,15.334,38.06,436.0786,14.67,389.53,3.18,4.04,0.86,-0.524486,,,,,,,,,,,,,,,,,,,,,,,,,27.04,17550,27.28,3057,27.68,1284,28.07,413
20190917,64.55,61.55,13.441,37.55,420.6547,14.44,389.33,3.14,4.02,0.88,-0.53854,,,,,,,,,,,,,,,,,,,,,,,,,26.22,21747,26.46,2956,26.85,1312,27.24,75
20190918,63.6,61.05,12.434,36.75,417.0147,13.95,389.41,3.1,3.98,0.88,-0.534472,,,,,,,,,,,,,,,,,,,,,,,,,25.45,23945,25.68,3175,26.07,605,26.47,270
20190919,64.4,60.9,12.255,36.91,418.5166,14.05,391.8,3.07,3.96,0.89,-0.518247,,,,,,,,,,,,,,,,,,,,,,,,,25.95,21820,26.18,2501,26.58,714,26.98,556
20190920,64.28,61.25,12.711,37.03,417.4134,15.32,392.95,3.03,3.93,0.9,-0.521506,,,,,,,,,,,,,,,,,,,,,,,,,26.53,24222,26.78,4329,27.18,176,27.59,22
20190923,64.77,60.9,12.243,36.76,420.379,14.91,389.8,3.02,3.89,0.87,-0.527598,,,,,,,,,,,,,,,,,,,,,,,,,25.8,17532,26.04,2131,26.43,176,26.84,128
20190924,63.1,61,12.339,36.11,414.8046,17.05,389.84,2.94,3.84,0.9,-0.521632,,,,,,,,,,,,,,,,,,,,,,,,,25.54,17960,25.77,1751,26.17,287,26.58,304
20190925,62.39,60.25,11.949,35.64,411.7195,15.96,387.59,3.05,3.93,0.88,-0.512559,,,,,,,,,,,,,,,,,,,,,,,,,25.21,22360,25.45,1781,25.86,781,26.26,61
20190926,62.74,60.9,12.044,35.46,411.3947,16.07,389.95,2.99,3.88,0.89,-0.510969,,,,,,,,,,,,,,,,,,,,,,,,,25.64,17176,25.88,1428,26.29,1273,26.69,50
20190927,61.91,60.4,11.939,35.97,409.6001,17.22,391.79,3,3.88,0.88,-0.511173,,,,,,,,,,,,,,,,,,,,,,,,,25.3,16800,25.54,5207,25.94,1436,26.34,11
20190930,60.78,60.9,16.392,35.98,403.6126,16.24,393.15,3.01,3.88,0.87,-0.530199,,,,,,,,,,,,,,,,,,,,,,,,,24.72,19066,24.96,2884,25.36,1062,25.76,191
20191001,58.89,60,16.762,41.73,402.3147,18.56,387.99,2.97,3.87,0.9,-0.543265,,,,,,,,,,,,,,,,,,,,,,,,,25.04,23723,25.26,4314,25.65,870,26.05,658
20191002,57.69,59.4,16.004,41.03,397.1837,20.56,377.52,2.99,3.86,0.87,-0.540559,,,,,,,,,,,,,,,,,,,,,,,,,24.19,20121,24.4,6393,24.8,1108,25.2,2513
20191003,57.71,59.2,16.008,40.25,397.356,19.12,377.46,2.94,3.83,0.89,-0.538151,,,,,,,,,,,,,,,,,,,,,,,,,23.24,41373,23.45,3640,23.8,1194,24.17,244
20191004,58.37,59.65,15.769,40.63,399.4687,17.04,380.22,2.88,3.81,0.93,-0.531313,,,,,,,,,,,,,,,,,,,,,,,,,22.94,21851,23.16,4092,23.53,720,23.91,248
20191007,58.35,60.25,15.507,39.43,399.2115,17.86,382.91,2.92,3.84,0.92,-0.529754,,,,,,,,,,,,,,,,,,,,,,,,,23.41,20056,23.61,5457,23.98,409,24.35,277
20191008,58.24,61.3,15.64,37.87,399.49,20.28,378.71,2.95,3.84,0.89,-0.524978,,,,,,,,,,,,,,,,,,,,,,,,,22.53,25764,22.74,4079,23.12,647,23.5,354
20191009,58.32,60.75,15.573,37.96,400.1836,18.64,380.3,2.95,3.88,0.93,-0.523331,,,,,,,,,,,,,,,,,,,,,,,,,22.65,30125,22.85,5049,23.21,1266,23.6,166
20191010,59.1,60.7,15.85,37.85,402.1571,17.57,382.76,3.02,3.94,0.92,-0.519617,,,,,,,,,,,,,,,,,,,,,,,,,23.26,25627,23.45,4598,23.8,2163,24.18,997
20191011,60.51,60.75,16.136,38.17,409.4207,15.58,391.61,3.06,3.98,0.92,-0.525355,,,,,,,,,,,,,,,,,,,,,,,,,24.44,32416,24.63,5814,24.98,743,25.36,32
20191014,59.35,60.92,16.04,38.05,405.2537,14.57,389.69,3.06,3.98,0.92,-0.508485,,,,,,,,,,,,,,,,,,,,,,,,,24.15,15874,24.34,2444,24.69,807,25.06,1
20191015,58.74,60.43,16.065,38.71,403.3767,13.54,394.02,3.06,3.98,0.92,-0.511259,,,,,,,,,,,,,,,,,,,,,,,,,25.71,26589,25.9,3957,26.27,871,26.64,125
20191016,59.42,60.25,16.073,38.94,405.3217,13.68,393.46,3.05,3.97,0.92,-0.493143,,,,,,,,,,,,,,,,,,,,,,,,,26.3,28567,26.49,2988,26.86,1234,27.23,453
20191017,59.91,60.1,16.027,38.29,407.0886,13.79,393.08,3.04,3.97,0.93,-0.477536,,,,,,,,,,,,,,,,,,,,,,,,,26.06,29377,26.25,2183,26.62,2741,27,1018
20191018,59.42,60,15.967,38.29,406.698,14.25,391.84,3.03,3.97,0.94,-0.471643,,,,,,,,,,,,,,,,,,,,,,,,,25.88,15519,26.07,4353,26.43,1238,26.8,1072
20191021,58.96,60.1,15.61,37.88,404.0124,14,394.22,3.04,3.99,0.95,-0.479947,,,,,,,,,,,,,,,,,,,,,,,,,25.93,12661,26.11,1153,26.46,482,26.83,1072
20191022,59.7,60.15,15.596,37.41,406.8977,14.46,394.59,3.02,3.95,0.93,-0.473936,,,,,,,,,,,,,,,,,,,,,,,,,25.66,16468,25.84,4380,26.17,1973,26.52,1416
20191023,61.17,60.15,15.415,37.44,412.7466,14.01,395.03,3.01,3.95,0.94,-0.475408,,,,,,,,,,,,,,,,,,,,,,,,,24.75,22863,24.93,3609,25.25,487,25.59,163
20191024,61.67,59.9,15.656,37.52,414.4889,13.71,397.37,3,3.94,0.94,-0.480239,,,,,,,,,,,,,,,,,,,,,,,,,25.44,17748,25.62,3304,25.94,837,26.28,57
20191025,62.02,60.15,15.235,37.35,416.2253,12.65,398.01,3.04,3.96,0.92,-0.476416,,,,,,,,,,,,,,,,,,,,,,,,,24.97,17008,25.14,5619,25.46,2083,25.8,12
20191028,61.57,56.4,14.391,37.17,414.0318,13.11,398.99,3.08,4.01,0.93,-0.498024,,,,,,,,,,,,,,,,,,,,,,,,,25.12,14248,25.29,4497,25.59,713,25.93,41
20191029,61.59,56.7,13.833,37.16,413.9738,13.2,398.37,3.07,3.99,0.92,-0.496994,,,,,,,,,,,,,,,,,,,,,,,,,25.45,23710,25.61,2686,25.91,6798,26.25,67
20191030,60.61,56.2,13.779,37.14,411.7284,12.33,398.7,3.07,3.95,0.88,-0.495919,,,,,,,,,,,,,,,,,,,,,,,,,26,19644,26.16,3145,26.43,3452,26.76,28
20191031,60.23,56.4,16.133,42.06,407.5104,13.22,396.75,2.99,3.87,0.88,-0.500092,,,,,,,,,,,,,,,,,,,,,,,,,25.61,16789,25.77,6278,26.03,5413,26.35,878
20191101,61.69,56.95,16.177,43.03,416.8819,12.3,399.43,3.02,3.89,0.87,-0.492082,,,,,,,,,,,,,,,,,,,,,,,,,25.29,16317,25.44,2918,25.7,1174,26.02,20
20191104,62.13,56.75,16.478,42.14,419.196,12.83,403.41,3.07,3.95,0.88,-0.530202,,,,,,,,,,,,,,,,,,,,,,,,,25.63,17787,25.78,5478,26.03,465,26.37,92
20191105,62.96,56.9,16.789,43.08,421.9285,13.1,404.23,3.11,4.01,0.9,-0.513324,,,,,,,,,,,,,,,,,,,,,,,,,25.51,16967,25.66,1716,25.91,622,26.24,224
20191106,61.74,56.1,16.281,42.19,416.9311,12.62,405.07,3.06,3.95,0.89,-0.508089,,,,,,,,,,,,,,,,,,,,,,,,,24.79,20199,24.94,3421,25.19,387,25.52,159
20191107,62.29,56.2,16.118,41.65,418.6989,12.73,406.56,3.15,4.05,0.9,-0.518698,,,,,,,,,,,,,,,,,,,,,,,,,24.94,14741,25.08,1910,25.33,304,25.65,1
20191108,62.51,55.8,15.942,42.1,419.1143,12.07,405.42,3.17,4.05,0.88,-0.514881,,,,,,,,,,,,,,,,,,,,,,,,,24.84,17924,24.98,3162,25.23,1170,25.56,70
20191111,62.18,55.2,15.845,43.98,416.5204,12.69,405.34,3.17,4.05,0.88,-0.50818,,,,,,,,,,,,,,,,,,,,,,,,,24.93,15801,25.06,889,25.31,1260,25.65,1128
20191112,62.06,55.3,15.546,43.04,417.3163,12.68,406.9,3.14,4.02,0.88,-0.50663,,,,,,,,,,,,,,,,,,,,,,,,,24.12,31881,24.25,13789,24.49,709,24.83,351
20191113,62.37,55.3,15.451,42.28,418.0281,13,405.86,3.14,3.99,0.85,-0.49859,,,,,,,,,,,,,,,,,,,,,,,,,24.39,19385,24.53,8797,24.76,704,25.1,145
20191114,62.28,55.75,15.669,42.13,417.1541,13.05,404.41,3.08,3.95,0.87,-0.49896,,,,,,,,,,,,,,,,,,,,,,,,,23.96,29040,24.1,8601,24.33,398,24.67,20
20191115,63.3,55.85,15.713,41.76,420.4984,12.05,406.04,3.1,3.97,0.87,-0.489523,,,,,,,,,,,,,,,,,,,,,,,,,23.85,20348,23.99,20653,24.23,2167,24.57,75
20191118,62.44,54.8,15.229,41.13,415.6492,12.46,405.99,3.08,3.95,0.87,-0.503353,,,,,,,,,,,,,,,,,,,,,,,,,23.39,19375,23.53,9935,23.79,2936,24.13,24
20191119,60.91,55.35,15.292,41.19,409.6726,12.86,405.5,3.04,3.92,0.88,-0.500255,,,,,,,,,,,,,,,,,,,,,,,,,23.44,25726,23.58,8244,23.83,1626,24.17,29
20191120,62.4,55.5,15.588,40.7,415.3778,12.78,403.82,3.03,3.89,0.86,-0.49677,,,,,,,,,,,,,,,,,,,,,,,,,24.03,21057,24.16,13166,24.41,872,24.75,76
20191121,63.97,56.05,15.624,40.68,420.824,13.13,402.22,3.04,3.92,0.88,-0.484729,,,,,,,,,,,,,,,,,,,,,,,,,23.94,15662,24.08,2957,24.32,1491,24.66,29
20191122,63.39,55.95,16.048,41,418.9339,12.34,403.98,3.03,3.91,0.88,-0.490498,,,,,,,,,,,,,,,,,,,,,,,,,24.58,17328,24.72,3680,24.97,4115,25.31,29
20191125,63.65,55.9,16.237,40.98,420.0215,11.87,408.09,2.99,3.89,0.9,-0.497524,,,,,,,,,,,,,,,,,,,,,,,,,24.44,14282,24.58,2186,24.83,416,25.16,195
20191126,64.27,56.15,15.849,41.05,422.0621,11.54,408.49,2.95,3.85,0.9,-0.49692,,,,,,,,,,,,,,,,,,,,,,,,,24.38,17041,24.53,7918,24.78,1400,25.11,220
20191127,64.06,55.85,15.98,41.07,420.3397,11.75,409.81,2.94,3.86,0.92,-0.495595,,,,,,,,,,,,,,,,,,,,,,,,,25.11,21494,25.26,5643,25.51,1631,25.84,44
20191128,63.87,56.1,15.649,41.17,420.3397,11.75,409.25,2.94,3.86,0.92,-0.503333,,,,,,,,,,,,,,,,,,,,,,,,,25.01,15953,25.15,2699,25.4,352,25.73,26
20191129,62.43,56.4,16.33,41.17,409.1913,12.62,407.43,2.95,3.86,0.91,-0.50247,,,,,,,,,,,,,,,,,,,,,,,,,25.22,24136,25.36,3299,25.61,2233,25.94,302
20191202,60.92,57.3,15.81,37.02,410.7921,14.91,401.01,3.03,3.94,0.91,-0.53287,,,,,,,,,,,,,,,,,,,,,,,,,24.33,27547,24.47,8035,24.72,272,25.06,52
20191203,60.82,56.4,15.771,36.91,410.7499,15.96,398.48,2.96,3.83,0.87,-0.542515,,,,,,,,,,,,,,,,,,,,,,,,,24,28670,24.15,7039,24.4,792,24.74,165
20191204,63,56,15.882,35.73,418.7466,14.8,403.19,3.02,3.88,0.86,-0.544853,,,,,,,,,,,,,,,,,,,,,,,,,24.74,29759,24.9,8440,25.14,1789,25.48,16
20191205,63.39,55.2,15.415,34.22,419.6583,14.52,402.66,3.01,3.89,0.88,-0.541372,,,,,,,,,,,,,,,,,,,,,,,,,24.69,31917,24.85,15837,25.09,489,25.43,293
20191206,64.39,54.35,15.141,33.85,422.7379,13.62,407.35,3.03,3.91,0.88,-0.54793,,,,,,,,,,,,,,,,,,,,,,,,,24.94,24732,25.1,8365,25.34,2602,25.68,282
20191209,64.25,54.2,14.888,31.79,421.6442,15.86,406.39,3,3.88,0.88,-0.549124,,,,,,,,,,,,,,,,,,,,,,,,,25.13,21540,25.3,9929,25.53,1166,25.87,65
20191210,64.34,53.6,14.532,32.04,423.2039,15.68,405.34,3,3.86,0.86,-0.549656,,,,,,,,,,,,,,,,,,,,,,,,,24.94,27588,25.11,11621,25.34,3934,25.68,325
20191211,63.72,53.5,14.047,31.59,420.2794,14.99,406.22,2.97,3.83,0.86,-0.541326,,,,,,,,,,,,,,,,,,,,,,,,,24.48,24792,24.65,13058,24.86,2771,25.19,322
20191212,64.2,54,14.768,31.27,423.6431,13.94,407.58,3.05,3.92,0.87,-0.527056,,,,,,,,,,,,,,,,,,,,,,,,,25.07,31531,25.25,19804,25.46,2119,25.79,40
20191213,65.22,53.6,13.804,31.51,428.0519,12.63,412.02,2.97,3.84,0.87,-0.528989,,,,,,,,,,,,,,,,,,,,,,,,,24.02,16882,24.17,26218,24.38,1134,24.71,48
20191216,65.34,53.5,13.89,31.77,431.0924,12.14,417.75,3.02,3.89,0.87,-0.520594,,,,,,,,,,,,,,,,,,,,,,,,,24.86,10466,25.01,17963,25.2,717,25.52,54
20191217,66.1,53.5,14.461,32.55,433.8017,12.29,414.92,2.99,3.88,0.89,-0.519666,,,,,,,,,,,,,,,,,,,,,,,,,,,26.07,19701,26.29,1292,26.61,29
20191218,66.17,53.5,14.951,33.16,433.1094,12.58,414.38,3.03,3.9,0.87,-0.526846,,,,,,,,,,,,,,,,,,,,,,,,,,,26.58,16153,26.81,1604,27.13,2
20191219,66.54,53.35,15.007,33.07,434.9615,12.5,415.07,3.01,3.88,0.87,-0.529892,,,,,,,,,,,,,,,,,,,,,,,,,,,26.85,11949,27.06,920,27.38,327
20191220,66.14,53.45,14.235,32.75,433.2951,12.51,418.4,3.01,3.88,0.87,-0.515573,,,,,,,,,,,,,,,,,,,,,,,,,,,26.67,17669,26.89,703,27.21,20
20191223,66.39,53.4,13.027,32.52,433.0371,12.61,418.27,3.02,3.89,0.87,-0.533215,,,,,,,,,,,,,,,,,,,,,,,,,,,26.54,11498,26.76,1354,27.08,25
20191224,67.2,53.2,12.607,32.52,435.9875,12.67,418.86,2.99,3.87,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08,5945,26.3,250,26.62,25
20191225,67.2,53.2,12.607,,435.9875,12.67,418.86,2.99,3.87,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08,5945,26.3,250,26.62,25
20191226,67.92,53.2,12.607,,439.6989,12.65,418.86,3,3.87,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08,5945,26.3,250,26.62,25
20191227,68.16,53.5,12.767,32.57,440.2722,13.43,419.74,2.98,3.84,0.86,-0.518483,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,7256,26.93,35,27.25,25
20191230,68.44,52.75,12.293,32.58,439.5781,14.82,416.17,3.02,3.87,0.85,-0.535648,,,,,,,,,,,,,,,,,,,,,,,,,,,25.09,13573,25.31,329,25.63,139
20191231,66,53,12.051,36.99,436.2189,13.78,415.84,3.04,3.9,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.64,7799,24.86,152,25.18,4
20200101,66,53,12.051,,436.2189,13.78,415.84,3.04,3.9,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.64,7799,24.86,152,25.18,4
20200102,66.25,52.1,12.073,36.57,436.8196,12.47,419.72,3,3.86,0.86,-0.494214,,,,,,,,,,,,,,,,,,,,,,,,,,,24.39,14422,24.58,541,24.9,4
20200103,68.6,52.75,12.985,38.34,443.3469,14.02,418.33,2.94,3.79,0.85,-0.520125,,,,,,,,,,,,,,,,,,,,,,,,,,,24.98,11731,25.18,301,25.5,10
20200106,68.91,52.65,12.28,37.31,444.6284,13.85,416.63,3.01,3.83,0.82,-0.526142,,,,,,,,,,,,,,,,,,,,,,,,,,,24.23,18443,24.43,564,24.74,17
20200107,68.27,52.55,11.929,36.69,442.3508,13.79,417.67,3.02,3.86,0.84,-0.531228,,,,,,,,,,,,,,,,,,,,,,,,,,,24.55,19935,24.75,500,25.06,24
20200108,65.44,52.5,11.964,35.78,431.0395,13.45,418.36,3.1,3.92,0.82,-0.524609,,,,,,,,,,,,,,,,,,,,,,,,,,,24.08,20577,24.28,585,24.6,514
20200109,65.37,52.7,12.179,36.03,430.6038,12.54,419.64,3.04,3.88,0.84,-0.513899,,,,,,,,,,,,,,,,,,,,,,,,,,,24.67,25646,24.88,1150,25.2,123
20200110,64.98,52.9,11.94,35.68,430.1198,12.56,419.14,2.99,3.82,0.83,-0.524881,,,,,,,,,,,,,,,,,,,,,,,,,,,24.21,22269,24.42,1106,24.73,57
20200113,64.2,53.5,12.054,35.5,426.2712,12.32,418.39,3,3.84,0.84,-0.498142,,,,,,,,,,,,,,,,,,,,,,,,,,,24.14,19901,24.35,433,24.66,109
20200114,64.49,52.2,11.303,34.45,427.7165,12.39,419.59,3,3.81,0.81,-0.509951,,,,,,,,,,,,,,,,,,,,,,,,,,,23.84,24745,24.06,614,24.37,61
20200115,64,51.8,11.179,34.22,425.4507,12.42,419.63,2.97,3.8,0.83,-0.504901,,,,,,,,,,,,,,,,,,,,,,,,,,,24.51,45475,24.73,1509,25.04,1203
20200116,64.62,51,11.117,33.98,425.8423,12.32,420.54,2.99,3.81,0.82,-0.498477,,,,,,,,,,,,,,,,,,,,,,,,,,,24.85,29191,25.06,963,25.37,120
20200117,64.85,50.5,10.929,34.61,426.9116,12.1,424.56,3.01,3.82,0.81,-0.489942,,,,,,,,,,,,,,,,,,,,,,,,,,,25.44,27719,25.66,1378,25.97,54
20200120,65.2,49.75,10.566,34.45,426.9116,12.1,423.98,3.01,3.82,0.81,-0.474537,,,,,,,,,,,,,,,,,,,,,,,,,,,25.17,22481,25.38,1026,25.7,567
20200121,64.59,50.6,10.777,34.89,425.1428,12.85,423.38,2.95,3.75,0.8,-0.472799,,,,,,,,,,,,,,,,,,,,,,,,,,,24.92,22009,25.13,557,25.45,149
20200122,63.21,50.25,10.455,35.17,418.5299,12.91,423.04,2.93,3.74,0.81,-0.473245,,,,,,,,,,,,,,,,,,,,,,,,,,,25.01,25504,25.22,780,25.55,194
20200123,62.04,50.4,10.428,35.52,413.6461,12.98,420.03,2.88,3.72,0.84,-0.46877,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,23603,24.9,3643,25.21,2475
20200124,60.69,50.25,10.455,35.84,406.2654,14.56,423.64,2.82,3.68,0.86,-0.467635,,,,,,,,,,,,,,,,,,,,,,,,,,,24.38,21317,24.57,1881,24.87,456
20200127,59.32,50.35,10.526,35.63,398.3374,18.23,414.07,2.79,3.65,0.86,-0.481868,,,,,,,,,,,,,,,,,,,,,,,,,,,24.59,17440,24.77,444,25.05,77
20200128,59.51,50.35,10.792,35.84,400.3906,16.28,417.56,2.87,3.69,0.82,-0.48472,,,,,,,,,,,,,,,,,,,,,,,,,,,24.65,22275,24.82,1035,25.1,10
20200129,59.81,50.15,10.15,35.72,398.7491,16.39,419.41,2.81,3.65,0.84,-0.489375,,,,,,,,,,,,,,,,,,,,,,,,,,,23.99,33704,24.17,1659,24.43,556
20200130,58.29,50.45,9.781,35.6,392.0189,15.49,415.16,2.82,3.65,0.83,-0.487255,,,,,,,,,,,,,,,,,,,,,,,,,,,23.74,32245,23.91,4273,24.17,4248
20200131,58.16,50.35,9.755,31.54,388.8018,18.84,410.71,2.82,3.64,0.82,-0.508627,,,,,,,,,,,,,,,,,,,,,,,,,,,23.88,20493,24.06,2931,24.31,2090
20200203,54.45,47.7,9.211,29.7,381.3492,17.97,411.72,2.8,3.64,0.84,-0.519358,,,,,,,,,,,,,,,,,,,,,,,,,,,23.21,28844,23.39,1491,23.63,293
20200204,53.96,48.9,9.366,29.16,380.329,16.05,418.47,2.86,3.7,0.84,-0.522957,,,,,,,,,,,,,,,,,,,,,,,,,,,23.36,31507,23.54,1341,23.78,1488
20200205,55.28,49.45,9.313,28.74,386.277,15.15,423.62,2.9,3.73,0.83,-0.516199,,,,,,,,,,,,,,,,,,,,,,,,,,,23.77,25347,23.95,1131,24.19,662
20200206,54.93,48.9,9.149,28.57,387.1924,14.96,425.49,2.86,3.7,0.84,-0.503798,,,,,,,,,,,,,,,,,,,,,,,,,,,23.56,27191,23.74,1667,23.98,75
20200207,54.47,48.2,9.068,27.48,386.197,15.47,424.36,2.77,3.64,0.87,-0.512346,,,,,,,,,,,,,,,,,,,,,,,,,,,23.32,19114,23.51,1523,23.75,515
20200210,53.27,47.5,8.643,24.05,382.1816,15.04,424.64,2.77,3.62,0.85,-0.522653,,,,,,,,,,,,,,,,,,,,,,,,,,,23.16,17563,23.34,1307,23.58,114
20200211,54.01,48,8.557,24.68,384.5627,15.18,428.48,2.8,3.64,0.84,-0.526842,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,22198,23.5,695,23.74,54
20200212,55.79,48.75,8.722,24.98,392.042,13.74,431.16,2.84,3.68,0.84,-0.526798,,,,,,,,,,,,,,,,,,,,,,,,,,,23.88,28206,24.07,576,24.31,84
20200213,56.34,49.9,8.889,24.83,394.011,14.15,431.08,2.83,3.66,0.83,-0.53085,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,26448,24.59,2302,24.82,156
20200214,57.32,50.3,8.879,24.19,396.2265,13.68,430.52,2.79,3.63,0.84,-0.530061,,,,,,,,,,,,,,,,,,,,,,,,,,,24.29,22566,24.48,2515,24.71,205
20200217,57.67,50.55,9.312,22.7,396.2265,13.68,431.98,2.79,3.63,0.84,-0.525644,,,,,,,,,,,,,,,,,,,,,,,,,,,25.05,22219,25.24,466,25.47,87
20200218,57.75,49.7,9.38,22.63,398.3362,14.83,430.33,2.76,3.6,0.84,-0.523734,,,,,,,,,,,,,,,,,,,,,,,,,,,25.14,27108,25.33,1211,25.56,362
20200219,59.12,49.3,9.572,22.76,403.6388,14.38,433.9,2.79,3.61,0.82,-0.514285,,,,,,,,,,,,,,,,,,,,,,,,,,,25.71,24856,25.9,362,26.13,117
20200220,59.31,48.4,9.567,22.68,403.2244,15.56,430.19,2.77,3.57,0.8,-0.520805,,,,,,,,,,,,,,,,,,,,,,,,,,,25.64,26425,25.83,4721,26.06,128
20200221,58.5,48.3,9.41,22.61,400.5355,17.08,428.07,2.74,3.55,0.81,-0.511864,,,,,,,,,,,,,,,,,,,,,,,,,,,25.61,27225,25.8,4139,26.03,525
20200224,56.3,48,9.044,22.93,389.2645,25.03,411.86,2.72,3.51,0.79,-0.520003,,,,,,,,,,,,,,,,,,,,,,,,,,,24.57,26883,24.77,1967,25,260
20200225,54.95,48.15,9.007,22.76,382.8182,27.85,404.6,2.71,3.52,0.81,-0.520721,,,,,,,,,,,,,,,,,,,,,,,,,,,24.18,20735,24.38,1844,24.62,132
20200226,53.43,48,9.071,22.86,376.202,27.56,404.62,2.69,3.53,0.84,-0.533502,,,,,,,,,,,,,,,,,,,,,,,,,,,24.26,32630,24.45,1619,24.69,243
20200227,52.18,47.9,8.871,22.71,367.8992,39.16,389.45,2.7,3.57,0.87,-0.525321,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6,27468,23.78,3876,24.02,443
20200228,50.52,47.8,8.874,22.64,358.4439,40.11,375.65,2.7,3.51,0.81,-0.523599,,,,,,,,,,,,,,,,,,,,,,,,,,,23.61,21195,23.8,2321,24.02,456
20200302,51.9,46.85,8.887,29.31,368.8241,33.42,375.97,2.61,3.54,0.93,-0.535397,,,,,,,,,,,,,,,,,,,,,,,,,,,23.52,25511,23.71,724,23.93,1623
20200303,51.86,46.95,9.169,28.93,371.0572,36.82,381.13,2.6,3.5,0.9,-0.514909,,,,,,,,,,,,,,,,,,,,,,,,,,,23.36,25851,23.55,1157,23.77,281
20200304,51.13,47.3,8.912,27.88,370.1096,31.99,386.3,2.55,3.49,0.94,-0.535246,,,,,,,,,,,,,,,,,,,,,,,,,,,23.83,32136,24.02,1458,24.24,3458
20200305,49.99,47.8,8.849,28.08,365.2748,39.62,380.76,2.52,3.44,0.92,-0.533213,,,,,,,,,,,,,,,,,,,,,,,,,,,23.81,20755,23.99,1107,24.21,199
20200306,45.27,47.4,8.647,28.23,345.1365,41.94,366.8,2.36,3.29,0.93,-0.541661,,,,,,,,,,,,,,,,,,,,,,,,,,,23.42,20696,23.6,1517,23.83,304
20200309,34.36,46.4,8.627,29.38,305.2853,54.46,339.5,2.46,3.47,1.01,-0.500259,,,,,,,,,,,,,,,,,,,,,,,,,,,23.28,39351,23.46,2975,23.68,2457
20200310,37.22,46.4,8.993,29.45,318.9132,47.3,335.64,2.67,3.69,1.02,-0.493882,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,37649,24.28,2258,24.5,116
20200311,35.79,46.5,9.369,28.77,313.2937,53.9,333.17,2.67,3.81,1.14,-0.469629,,,,,,,,,,,,,,,,,,,,,,,,,,,23.92,30987,24.1,3568,24.34,310
20200312,33.22,45.8,9.324,28.5,300.4451,75.47,294.93,2.94,4.08,1.14,-0.508174,,,,,,,,,,,,,,,,,,,,,,,,,,,22.52,44387,22.72,4258,22.96,589
20200313,33.85,46.55,9.285,28.79,298.4005,57.83,299.16,3.03,4.24,1.21,-0.368029,,,,,,,,,,,,,,,,,,,,,,,,,,,21.94,33927,22.14,2286,22.38,42
